Facility Name,Station ID,Sample Code,Latitude,Longitude,Year,Sample Type,Sample Description,Parameter,Result,Guideline/Screening Levels
Cigar Lake Operation,CL02,CL02-F01A,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Thorium-230,<0.1 Bq/kg fresh weight,6.98 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01A,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Lead-210,<1 Bq/kg fresh weight,2.12 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Arsenic,0.04 mg/kg fresh weight,0.07 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Copper,0.26 mg/kg fresh weight,5.32 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Lead,0.004 mg/kg fresh weight,0.07 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Molybdenum,<0.02 mg/kg fresh weight,0.11 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Nickel,<0.01 mg/kg fresh weight,0.42 mg/kg fresh weight 
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Selenium,0.31 mg/kg fresh weight,0.22 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Uranium,<0.001 mg/kg fresh weight,0.02 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Zinc,8.2 mg/kg fresh weight,21.65 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Polonium-210,1.1 Bq/kg fresh weight,1.22 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Radium-226,<0.05 Bq/kg fresh weight,5.24 Bq/kg fresh weight 
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Thorium-230,<0.1 Bq/kg fresh weight,6.98 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01B,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Lead-210,<1 Bq/kg fresh weight,2.12 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Arsenic,0.02 mg/kg fresh weight,0.07 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Copper,0.09 mg/kg fresh weight,5.32 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Lead,0.004 mg/kg fresh weight,0.07 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Molybdenum,<0.02 mg/kg fresh weight,0.11 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Nickel,<0.01 mg/kg fresh weight,0.42 mg/kg fresh weight 
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Selenium,0.24 mg/kg fresh weight,0.22 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Uranium,<0.001 mg/kg fresh weight,0.02 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Zinc,3.8 mg/kg fresh weight,21.65 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Polonium-210,1.7 Bq/kg fresh weight,1.22 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Radium-226,<0.06 Bq/kg fresh weight,5.24 Bq/kg fresh weight 
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Thorium-230,<0.1 Bq/kg fresh weight,6.98 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F01C,58.081,-104.501,2020.0,Food,Fish - Northern Pike,Lead-210,<1 Bq/kg fresh weight,2.12 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Arsenic,0.06 mg/kg fresh weight,0.07 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Copper,0.24 mg/kg fresh weight,5.32 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Lead,0.004 mg/kg fresh weight,0.07 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Molybdenum,<0.02 mg/kg fresh weight,0.11 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Nickel,<0.01 mg/kg fresh weight,0.42 mg/kg fresh weight 
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Selenium,0.28 mg/kg fresh weight,0.22 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Uranium,<0.001 mg/kg fresh weight,0.02 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Zinc,3.2 mg/kg fresh weight,21.65 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Polonium-210,0.2 Bq/kg fresh weight,1.22 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Radium-226,<0.06 Bq/kg fresh weight,5.24 Bq/kg fresh weight 
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Thorium-230,<0.1 Bq/kg fresh weight,6.98 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02A,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Lead-210,<1 Bq/kg fresh weight,2.12 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Arsenic,0.01 mg/kg fresh weight,0.07 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Copper,0.14 mg/kg fresh weight,5.32 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Lead,<0.002 mg/kg fresh weight,0.07 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Molybdenum,<0.02 mg/kg fresh weight,0.11 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Nickel,<0.01 mg/kg fresh weight,0.42 mg/kg fresh weight 
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Selenium,0.42 mg/kg fresh weight,0.22 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Uranium,<0.001 mg/kg fresh weight,0.02 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Zinc,3 mg/kg fresh weight,21.65 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Polonium-210,1.2 Bq/kg fresh weight,1.22 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Radium-226,<0.06 Bq/kg fresh weight,5.24 Bq/kg fresh weight 
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Thorium-230,<0.1 Bq/kg fresh weight,6.98 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02B,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Lead-210,<1 Bq/kg fresh weight,2.12 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Arsenic,0.04 mg/kg fresh weight,0.07 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Copper,0.2 mg/kg fresh weight,5.32 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Lead,<0.002 mg/kg fresh weight,0.07 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Molybdenum,<0.02 mg/kg fresh weight,0.11 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Nickel,<0.01 mg/kg fresh weight,0.42 mg/kg fresh weight 
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Selenium,0.53 mg/kg fresh weight,0.22 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Uranium,<0.001 mg/kg fresh weight,0.02 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Zinc,3.2 mg/kg fresh weight,21.65 mg/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Polonium-210,<0.2 Bq/kg fresh weight,1.22 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Radium-226,<0.06 Bq/kg fresh weight,5.24 Bq/kg fresh weight 
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Thorium-230,<0.1 Bq/kg fresh weight,6.98 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-F02C,58.081,-104.501,2020.0,Food,Fish - Lake Whitefish,Lead-210,<1 Bq/kg fresh weight,2.12 Bq/kg fresh weight
Cigar Lake Operation,CL02,CL02-W02A,58.081,-104.501,2020.0,Water,Lake (surface),Arsenic,0.4 µg/L,5 µg/L
Cigar Lake Operation,CL02,CL02-W02A,58.081,-104.501,2020.0,Water,Lake (surface),Copper,<0.2 µg/L,2 - 4 µg/L
Cigar Lake Operation,CL02,CL02-W02A,58.081,-104.501,2020.0,Water,Lake (surface),Lead,<0.1 µg/L,1 - 7 µg/L
Cigar Lake Operation,CL02,CL02-W02A,58.081,-104.501,2020.0,Water,Lake (surface),Molybdenum,1 µg/L,"31,000 µg/L"
Cigar Lake Operation,CL02,CL02-W02A,58.081,-104.501,2020.0,Water,Lake (surface),Nickel,<0.1 µg/L,25 - 150 µg/L
Cigar Lake Operation,CL02,CL02-W02A,58.081,-104.501,2020.0,Water,Lake (surface),Selenium,<0.1 µg/L,1 µg/L
Cigar Lake Operation,CL02,CL02-W02A,58.081,-104.501,2020.0,Water,Lake (surface),Uranium,<0.1 µg/L,15 µg/L
Cigar Lake Operation,CL02,CL02-W02A,58.081,-104.501,2020.0,Water,Lake (surface),Zinc,1.4 µg/L,30 µg/L
Cigar Lake Operation,CL02,CL02-W02A,58.081,-104.501,2020.0,Water,Lake (surface),Ammonia,<0.01 mg/L,0.3 mg/L
Cigar Lake Operation,CL02,CL02-W02A,58.081,-104.501,2020.0,Water,Lake (surface),Total Hardness,"14,000 µg/L",N/A
Cigar Lake Operation,CL02,CL02-W02A,58.081,-104.501,2020.0,Water,Lake (surface),Lead-210,<0.02 Bq/L,0.2 Bq/L
Cigar Lake Operation,CL02,CL02-W02A,58.081,-104.501,2020.0,Water,Lake (surface),Polonium-210,<0.005 Bq/L,0.1 Bq/L
Cigar Lake Operation,CL02,CL02-W02A,58.081,-104.501,2020.0,Water,Lake (surface),Radium-226,<0.005 Bq/L,0.5 Bq/L
Cigar Lake Operation,CL02,CL02-W02A,58.081,-104.501,2020.0,Water,Lake (surface),Thorium-230,<0.01 Bq/L,0.6 Bq/L
Cigar Lake Operation,CL02,CL02-W02A,58.081,-104.501,2020.0,Water,Lake (surface),Total Suspended Solids,"1,000 µg/L",N/A
Cigar Lake Operation,CL02,CL02-W02A,58.081,-104.501,2020.0,Water,Lake (surface),pH,7.14,6.5 - 9.0
Cigar Lake Operation,CL02,CL02-W02B,58.081,-104.501,2020.0,Water,Lake (surface),Arsenic,0.3 µg/L,5 µg/L
Cigar Lake Operation,CL02,CL02-W02B,58.081,-104.501,2020.0,Water,Lake (surface),Copper,<0.2 µg/L,2 - 4 µg/L
Cigar Lake Operation,CL02,CL02-W02B,58.081,-104.501,2020.0,Water,Lake (surface),Lead,<0.1 µg/L,1 - 7 µg/L
Cigar Lake Operation,CL02,CL02-W02B,58.081,-104.501,2020.0,Water,Lake (surface),Molybdenum,0.9 µg/L,"31,000 µg/L"
Cigar Lake Operation,CL02,CL02-W02B,58.081,-104.501,2020.0,Water,Lake (surface),Nickel,<0.1 µg/L,25 - 150 µg/L
Cigar Lake Operation,CL02,CL02-W02B,58.081,-104.501,2020.0,Water,Lake (surface),Selenium,<0.1 µg/L,1 µg/L
Cigar Lake Operation,CL02,CL02-W02B,58.081,-104.501,2020.0,Water,Lake (surface),Uranium,<0.1 µg/L,15 µg/L
Cigar Lake Operation,CL02,CL02-W02B,58.081,-104.501,2020.0,Water,Lake (surface),Zinc,0.7 µg/L,30 µg/L
Cigar Lake Operation,CL02,CL02-W02B,58.081,-104.501,2020.0,Water,Lake (surface),Ammonia,<0.01 mg/L,0.3 mg/L
Cigar Lake Operation,CL02,CL02-W02B,58.081,-104.501,2020.0,Water,Lake (surface),Total Hardness,"14,000 µg/L",N/A
Cigar Lake Operation,CL02,CL02-W02B,58.081,-104.501,2020.0,Water,Lake (surface),Lead-210,0.02 Bq/L,0.2 Bq/L
Cigar Lake Operation,CL02,CL02-W02B,58.081,-104.501,2020.0,Water,Lake (surface),Polonium-210,<0.005 Bq/L,0.1 Bq/L
Cigar Lake Operation,CL02,CL02-W02B,58.081,-104.501,2020.0,Water,Lake (surface),Radium-226,<0.005 Bq/L,0.5 Bq/L
Cigar Lake Operation,CL02,CL02-W02B,58.081,-104.501,2020.0,Water,Lake (surface),Thorium-230,<0.01 Bq/L,0.6 Bq/L
Cigar Lake Operation,CL02,CL02-W02B,58.081,-104.501,2020.0,Water,Lake (surface),Total Suspended Solids,"2,000 µg/L",N/A
Cigar Lake Operation,CL02,CL02-W02B,58.081,-104.501,2020.0,Water,Lake (surface),pH,7.14,6.5 - 9.0
Cigar Lake Operation,CL02,CL02-W02C,58.081,-104.501,2020.0,Water,Lake (surface),Arsenic,0.4 µg/L,5 µg/L
Cigar Lake Operation,CL02,CL02-W02C,58.081,-104.501,2020.0,Water,Lake (surface),Copper,<0.2 µg/L,2 - 4 µg/L
Cigar Lake Operation,CL02,CL02-W02C,58.081,-104.501,2020.0,Water,Lake (surface),Lead,<0.1 µg/L,1 - 7 µg/L
Cigar Lake Operation,CL02,CL02-W02C,58.081,-104.501,2020.0,Water,Lake (surface),Molybdenum,0.9 µg/L,"31,000 µg/L"
Cigar Lake Operation,CL02,CL02-W02C,58.081,-104.501,2020.0,Water,Lake (surface),Nickel,<0.1 µg/L,25 - 150 µg/L
Cigar Lake Operation,CL02,CL02-W02C,58.081,-104.501,2020.0,Water,Lake (surface),Selenium,<0.1 µg/L,1 µg/L
Cigar Lake Operation,CL02,CL02-W02C,58.081,-104.501,2020.0,Water,Lake (surface),Uranium,<0.1 µg/L,15 µg/L
Cigar Lake Operation,CL02,CL02-W02C,58.081,-104.501,2020.0,Water,Lake (surface),Zinc,0.7 µg/L,30 µg/L
Cigar Lake Operation,CL02,CL02-W02C,58.081,-104.501,2020.0,Water,Lake (surface),Ammonia,<0.01 mg/L,0.3 mg/L
Cigar Lake Operation,CL02,CL02-W02C,58.081,-104.501,2020.0,Water,Lake (surface),Total Hardness,"14,000 µg/L",N/A
Cigar Lake Operation,CL02,CL02-W02C,58.081,-104.501,2020.0,Water,Lake (surface),Lead-210,<0.02 Bq/L,0.2 Bq/L
Cigar Lake Operation,CL02,CL02-W02C,58.081,-104.501,2020.0,Water,Lake (surface),Polonium-210,0.006 Bq/L,0.1 Bq/L
Cigar Lake Operation,CL02,CL02-W02C,58.081,-104.501,2020.0,Water,Lake (surface),Radium-226,<0.005 Bq/L,0.5 Bq/L
Cigar Lake Operation,CL02,CL02-W02C,58.081,-104.501,2020.0,Water,Lake (surface),Thorium-230,<0.01 Bq/L,0.6 Bq/L
Cigar Lake Operation,CL02,CL02-W02C,58.081,-104.501,2020.0,Water,Lake (surface),Total Suspended Solids,"2,000 µg/L",N/A
Cigar Lake Operation,CL02,CL02-W02C,58.081,-104.501,2020.0,Water,Lake (surface),pH,7.15,6.5 - 9.0
Cigar Lake Operation,CL03,CL03-W03A,58.14,-104.443,2020.0,Water,Lake (surface),Arsenic,<0.1 µg/L,5 µg/L
Cigar Lake Operation,CL03,CL03-W03A,58.14,-104.443,2020.0,Water,Lake (surface),Copper,<0.2 µg/L,2 - 4 µg/L
Cigar Lake Operation,CL03,CL03-W03A,58.14,-104.443,2020.0,Water,Lake (surface),Lead,<0.1 µg/L,1 - 7 µg/L
Cigar Lake Operation,CL03,CL03-W03A,58.14,-104.443,2020.0,Water,Lake (surface),Molybdenum,0.8 µg/L,"31,000 µg/L"
Cigar Lake Operation,CL03,CL03-W03A,58.14,-104.443,2020.0,Water,Lake (surface),Nickel,<0.1 µg/L,25 - 150 µg/L
Cigar Lake Operation,CL03,CL03-W03A,58.14,-104.443,2020.0,Water,Lake (surface),Selenium,<0.1 µg/L,1 µg/L
Cigar Lake Operation,CL03,CL03-W03A,58.14,-104.443,2020.0,Water,Lake (surface),Uranium,<0.1 µg/L,15 µg/L
Cigar Lake Operation,CL03,CL03-W03A,58.14,-104.443,2020.0,Water,Lake (surface),Zinc,<0.5 µg/L,30 µg/L
Cigar Lake Operation,CL03,CL03-W03A,58.14,-104.443,2020.0,Water,Lake (surface),Ammonia,<0.01 mg/L,0.3 mg/L
Cigar Lake Operation,CL03,CL03-W03A,58.14,-104.443,2020.0,Water,Lake (surface),Total Hardness,"8,000 µg/L",N/A
Cigar Lake Operation,CL03,CL03-W03A,58.14,-104.443,2020.0,Water,Lake (surface),Lead-210,<0.02 Bq/L,0.2 Bq/L
Cigar Lake Operation,CL03,CL03-W03A,58.14,-104.443,2020.0,Water,Lake (surface),Polonium-210,<0.005 Bq/L,0.1 Bq/L
Cigar Lake Operation,CL03,CL03-W03A,58.14,-104.443,2020.0,Water,Lake (surface),Radium-226,<0.005 Bq/L,0.5 Bq/L
Cigar Lake Operation,CL03,CL03-W03A,58.14,-104.443,2020.0,Water,Lake (surface),Thorium-230,<0.01 Bq/L,0.6 Bq/L
Cigar Lake Operation,CL03,CL03-W03A,58.14,-104.443,2020.0,Water,Lake (surface),Total Suspended Solids,"3,000 µg/L",N/A
Cigar Lake Operation,CL03,CL03-W03A,58.14,-104.443,2020.0,Water,Lake (surface),pH,7.22,6.5 - 9.0
Cigar Lake Operation,CL03,CL03-W03B,58.14,-104.443,2020.0,Water,Lake (surface),Arsenic,<0.1 µg/L,5 µg/L
Cigar Lake Operation,CL03,CL03-W03B,58.14,-104.443,2020.0,Water,Lake (surface),Copper,<0.2 µg/L,2 - 4 µg/L
Cigar Lake Operation,CL03,CL03-W03B,58.14,-104.443,2020.0,Water,Lake (surface),Lead,<0.1 µg/L,1 - 7 µg/L
Cigar Lake Operation,CL03,CL03-W03B,58.14,-104.443,2020.0,Water,Lake (surface),Molybdenum,0.8 µg/L,"31,000 µg/L"
Cigar Lake Operation,CL03,CL03-W03B,58.14,-104.443,2020.0,Water,Lake (surface),Nickel,<0.1 µg/L,25 - 150 µg/L
Cigar Lake Operation,CL03,CL03-W03B,58.14,-104.443,2020.0,Water,Lake (surface),Selenium,<0.1 µg/L,1 µg/L
Cigar Lake Operation,CL03,CL03-W03B,58.14,-104.443,2020.0,Water,Lake (surface),Uranium,<0.1 µg/L,15 µg/L
Cigar Lake Operation,CL03,CL03-W03B,58.14,-104.443,2020.0,Water,Lake (surface),Zinc,<0.5 µg/L,30 µg/L
Cigar Lake Operation,CL03,CL03-W03B,58.14,-104.443,2020.0,Water,Lake (surface),Ammonia,<0.01 mg/L,0.3 mg/L
Cigar Lake Operation,CL03,CL03-W03B,58.14,-104.443,2020.0,Water,Lake (surface),Total Hardness,"8,000 µg/L",N/A
Cigar Lake Operation,CL03,CL03-W03B,58.14,-104.443,2020.0,Water,Lake (surface),Lead-210,<0.02 Bq/L,0.2 Bq/L
Cigar Lake Operation,CL03,CL03-W03B,58.14,-104.443,2020.0,Water,Lake (surface),Polonium-210,<0.005 Bq/L,0.1 Bq/L
Cigar Lake Operation,CL03,CL03-W03B,58.14,-104.443,2020.0,Water,Lake (surface),Radium-226,<0.005 Bq/L,0.5 Bq/L
Cigar Lake Operation,CL03,CL03-W03B,58.14,-104.443,2020.0,Water,Lake (surface),Thorium-230,<0.01 Bq/L,0.6 Bq/L
Cigar Lake Operation,CL03,CL03-W03B,58.14,-104.443,2020.0,Water,Lake (surface),Total Suspended Solids,"2,000 µg/L",N/A
Cigar Lake Operation,CL03,CL03-W03B,58.14,-104.443,2020.0,Water,Lake (surface),pH,7.23,6.5 - 9.0
Cigar Lake Operation,CL03,CL03-W03C,58.14,-104.443,2020.0,Water,Lake (surface),Arsenic,<0.1 µg/L,5 µg/L
Cigar Lake Operation,CL03,CL03-W03C,58.14,-104.443,2020.0,Water,Lake (surface),Copper,<0.2 µg/L,2 - 4 µg/L
Cigar Lake Operation,CL03,CL03-W03C,58.14,-104.443,2020.0,Water,Lake (surface),Lead,<0.1 µg/L,1 - 7 µg/L
Cigar Lake Operation,CL03,CL03-W03C,58.14,-104.443,2020.0,Water,Lake (surface),Molybdenum,0.8 µg/L,"31,000 µg/L"
Cigar Lake Operation,CL03,CL03-W03C,58.14,-104.443,2020.0,Water,Lake (surface),Nickel,<0.1 µg/L,25 - 150 µg/L
Cigar Lake Operation,CL03,CL03-W03C,58.14,-104.443,2020.0,Water,Lake (surface),Selenium,<0.1 µg/L,1 µg/L
Cigar Lake Operation,CL03,CL03-W03C,58.14,-104.443,2020.0,Water,Lake (surface),Uranium,<0.1 µg/L,15 µg/L
Cigar Lake Operation,CL03,CL03-W03C,58.14,-104.443,2020.0,Water,Lake (surface),Zinc,<0.5 µg/L,30 µg/L
Cigar Lake Operation,CL03,CL03-W03C,58.14,-104.443,2020.0,Water,Lake (surface),Ammonia,<0.01 mg/L,0.3 mg/L
Cigar Lake Operation,CL03,CL03-W03C,58.14,-104.443,2020.0,Water,Lake (surface),Total Hardness,"8,000 µg/L",N/A
Cigar Lake Operation,CL03,CL03-W03C,58.14,-104.443,2020.0,Water,Lake (surface),Lead-210,<0.02 Bq/L,0.2 Bq/L
Cigar Lake Operation,CL03,CL03-W03C,58.14,-104.443,2020.0,Water,Lake (surface),Polonium-210,<0.005 Bq/L,0.1 Bq/L
Cigar Lake Operation,CL03,CL03-W03C,58.14,-104.443,2020.0,Water,Lake (surface),Radium-226,<0.005 Bq/L,0.5 Bq/L
Cigar Lake Operation,CL03,CL03-W03C,58.14,-104.443,2020.0,Water,Lake (surface),Thorium-230,<0.01 Bq/L,0.6 Bq/L
Cigar Lake Operation,CL03,CL03-W03C,58.14,-104.443,2020.0,Water,Lake (surface),Total Suspended Solids,"2,000 µg/L",N/A
Cigar Lake Operation,CL03,CL03-W03C,58.14,-104.443,2020.0,Water,Lake (surface),pH,7.23,6.5 - 9.0
Cigar Lake Operation,CL04,CL04-W04A,58.081,-104.523,2020.0,Water,Lake (surface),Arsenic,0.1 µg/L,5 µg/L
Cigar Lake Operation,CL04,CL04-W04A,58.081,-104.523,2020.0,Water,Lake (surface),Copper,<0.2 µg/L,2 - 4 µg/L
Cigar Lake Operation,CL04,CL04-W04A,58.081,-104.523,2020.0,Water,Lake (surface),Lead,<0.1 µg/L,1 - 7 µg/L
Cigar Lake Operation,CL04,CL04-W04A,58.081,-104.523,2020.0,Water,Lake (surface),Molybdenum,0.7 µg/L,"31,000 µg/L"
Cigar Lake Operation,CL04,CL04-W04A,58.081,-104.523,2020.0,Water,Lake (surface),Nickel,<0.1 µg/L,25 - 150 µg/L
Cigar Lake Operation,CL04,CL04-W04A,58.081,-104.523,2020.0,Water,Lake (surface),Selenium,<0.1 µg/L,1 µg/L
Cigar Lake Operation,CL04,CL04-W04A,58.081,-104.523,2020.0,Water,Lake (surface),Uranium,<0.1 µg/L,15 µg/L
Cigar Lake Operation,CL04,CL04-W04A,58.081,-104.523,2020.0,Water,Lake (surface),Zinc,0.6 µg/L,30 µg/L
Cigar Lake Operation,CL04,CL04-W04A,58.081,-104.523,2020.0,Water,Lake (surface),Ammonia,<0.01 mg/L,0.3 mg/L
Cigar Lake Operation,CL04,CL04-W04A,58.081,-104.523,2020.0,Water,Lake (surface),Total Hardness,"8,000 µg/L",N/A
Cigar Lake Operation,CL04,CL04-W04A,58.081,-104.523,2020.0,Water,Lake (surface),Lead-210,<0.02 Bq/L,0.2 Bq/L
Cigar Lake Operation,CL04,CL04-W04A,58.081,-104.523,2020.0,Water,Lake (surface),Polonium-210,<0.005 Bq/L,0.1 Bq/L
Cigar Lake Operation,CL04,CL04-W04A,58.081,-104.523,2020.0,Water,Lake (surface),Radium-226,<0.005 Bq/L,0.5 Bq/L
Cigar Lake Operation,CL04,CL04-W04A,58.081,-104.523,2020.0,Water,Lake (surface),Thorium-230,<0.01 Bq/L,0.6 Bq/L
Cigar Lake Operation,CL04,CL04-W04A,58.081,-104.523,2020.0,Water,Lake (surface),Total Suspended Solids,"3,000 µg/L",N/A
Cigar Lake Operation,CL04,CL04-W04A,58.081,-104.523,2020.0,Water,Lake (surface),pH,7.17,6.5 - 9.0
Cigar Lake Operation,CL04,CL04-W04B,58.081,-104.523,2020.0,Water,Lake (surface),Arsenic,0.1 µg/L,5 µg/L
Cigar Lake Operation,CL04,CL04-W04B,58.081,-104.523,2020.0,Water,Lake (surface),Copper,<0.2 µg/L,2 - 4 µg/L
Cigar Lake Operation,CL04,CL04-W04B,58.081,-104.523,2020.0,Water,Lake (surface),Lead,<0.1 µg/L,1 - 7 µg/L
Cigar Lake Operation,CL04,CL04-W04B,58.081,-104.523,2020.0,Water,Lake (surface),Molybdenum,0.7 µg/L,"31,000 µg/L"
Cigar Lake Operation,CL04,CL04-W04B,58.081,-104.523,2020.0,Water,Lake (surface),Nickel,<0.1 µg/L,25 - 150 µg/L
Cigar Lake Operation,CL04,CL04-W04B,58.081,-104.523,2020.0,Water,Lake (surface),Selenium,<0.1 µg/L,1 µg/L
